"","point","percOverlap2011","percOverlap2012"
"1",600,0.722754457804238,0.722754457804238
"2",601,0.821747280187767,0.821747280187767
"3",602,0.832613095020504,0.832613095020504
"4",603,0.999999999999755,0.999999999999755
"5",604,0.999999999999926,0.999999999999926
"6",605,0.901351465643365,0.901351465643365
"7",606,0.907672165203758,0.907672165203758
"8",607,0.999999999999926,0.999999999999926
"9",608,0.999999999999755,0.999999999999755
"10",609,0.999999999999755,0.999999999999755
"11",610,0.999999999999926,0.999999999999926
"12",611,0.914128595411748,0.914128595411748
"13",612,0.856652701621917,0.856652701621917
"14",613,0.9196207339647,0.9196207339647
"15",614,0.882467068124572,0.882467068124572
"16",1230,0.515237759951164,0.515237759951164
"17",1231,0.521750827508331,0.521750827508331
"18",1232,0.502832754640963,0.502832754640963
"19",1233,0.509716882630767,0.509716882630767
"20",615,0.913699845429885,0.913699845429885
"21",616,0.911348390968371,0.911348390968371
"22",617,0.83675783209286,0.83675783209286
"23",618,0.989162842797172,0.989162842797172
"24",619,0.999999999999852,0.999999999999852
"25",620,0.999999999999236,0.999999999999236
"26",621,0.999888797201061,0.999888797201061
"27",622,0.999999999999852,0.999999999999852
"28",623,1.0000000000007,1.0000000000007
"29",624,0.772515970295165,0.772515970295165
"30",625,0.890937316272361,0.890937316272361
"31",626,0.896373585990245,0.896373585990245
"32",627,1.00000000000027,1.00000000000027
"33",628,1.00000000000039,1.00000000000039
"34",643,0.91243842741648,0.91243842741648
"35",629,0.843690304773197,0.843690304773197
"36",630,0.851706740906785,0.851706740906785
"37",631,0.84788495331972,0.84788495331972
"38",632,0.980437796976408,0.980437796976408
"39",633,1.00000000000102,1.00000000000102
"40",634,0.999999999999622,0.999999999999622
"41",635,0.855882650932937,0.855882650932937
"42",636,0.999999999999703,0.999999999999703
"43",637,0.999999999999422,0.999999999999422
"44",638,1.00000000000041,1.00000000000041
"45",639,1.00000000000062,1.00000000000062
"46",640,0.854122869463678,0.854122869463678
"47",641,0.922984259344395,0.922984259344395
"48",642,0.93374311699298,0.93374311699298
"49",1234,0.613242580866639,0.613242580866639
"50",594,1.00000000000016,1.00000000000016
"51",595,0.902531512702687,0.902531512702687
"52",596,0.99999999999977,0.99999999999977
"53",597,0.99247309941107,0.99247309941107
"54",598,0.998682282051227,0.998682282051227
"55",599,0.877540320576761,0.877540320576761
"56",644,0.767159340021897,0.767159340021897
"57",645,0.860398865888826,0.860398865888826
"58",646,0.85983071525005,0.85983071525005
"59",647,0.984414011403723,0.984414011403723
"60",648,0.9999999999998,0.9999999999998
"61",649,0.921020284842721,0.921020284842721
"62",650,0.896827601644964,0.896827601644964
"63",651,0.999999999999785,0.999999999999785
"64",652,0.994850857692353,0.994850857692353
"65",194,0.710070558553677,0.710070558553677
"66",195,0.916571458683402,0.916571458683402
"67",196,0.913728539280336,0.913728539280336
"68",197,0.910830762423084,0.910830762423084
"69",198,0.68604763294657,0.68604763294657
"70",199,0.779064297482156,0.779064297482156
"71",200,1.00000000000009,1.00000000000009
"72",201,0.99999999999931,0.99999999999931
"73",202,1.00000000000027,1.00000000000027
"74",203,0.779585973200426,0.779585973200426
"75",204,0.77196485565292,0.77196485565292
"76",205,0.999999999999763,0.999999999999763
"77",206,0.999999999999488,0.999999999999488
"78",207,0.770519729167295,0.770519729167295
"79",208,0.626919168801722,0.626919168801722
"80",209,0.853736235344975,0.853736235344975
"81",210,0.878845279595679,0.878845279595679
"82",211,1.00000000000042,1.00000000000042
"83",212,0.687397479347689,0.687397479347689
"84",332,0.866580694354018,0.866580694354018
"85",333,1.00000000000023,1.00000000000023
"86",334,1.00000000000023,1.00000000000023
"87",335,1.00000000000023,1.00000000000023
"88",336,0.999999999999815,0.999999999999815
"89",337,0.999999999999815,0.999999999999815
"90",338,0.88349347254222,0.88349347254222
"91",418,1.00000000000034,1.00000000000034
"92",357,0.639723527676549,0.639723527676549
"93",358,0.78563802618494,0.78563802618494
"94",359,0.730837136251129,0.730837136251129
"95",360,0.971508449445817,0.971508449445817
"96",361,0.999999999999993,0.999999999999993
"97",362,0.784427714086425,0.784427714086425
"98",363,0.785649787265046,0.785649787265046
"99",364,0.960881937992288,0.960881937992288
"100",365,0.819044238854321,0.819044238854321
"101",366,0.963248658881822,0.963248658881822
"102",367,0.999999999999755,0.999999999999755
"103",368,0.999999999999829,0.999999999999829
"104",165,0.949957034041289,0.949957034038679
"105",166,0.999999999999867,0.999999999999867
"106",167,1.00000000000004,1.00000000000004
"107",168,0.999999999999792,0.999999999999792
"108",169,0.999978594886435,1.00000000000002
"109",170,0.787637313618428,1.00000000000002
"110",171,0.789157069415343,0.945118707184299
"111",172,0.790693782032077,0.790693782029704
"112",173,0.792227896917001,0.792227896912018
"113",174,0.738768649785061,0.73876864977818
"114",175,0.363847445095162,0.363847445098039
"115",176,0.367205875177349,0.367205875177356
"116",177,0.344210271371879,0.344210271376335
"117",178,0.357057879426327,0.35705787942923
"118",179,0.360450377463495,0.360450377466387
"119",1206,2.14257559082069e-06,0.999999999999867
"120",1209,0.00361350791132349,1.00000000000001
"121",384,0.860454758432161,0.860454758432161
"122",385,0.860454758431481,0.860454758431481
"123",386,1.0000000000001,1.0000000000001
"124",387,1.00000000000012,1.00000000000012
"125",388,1.00000000000005,1.00000000000005
"126",389,1.00000000000005,1.00000000000005
"127",390,0.999999999999755,0.999999999999755
"128",391,1.0000000000001,1.0000000000001
"129",392,1.0000000000001,1.0000000000001
"130",393,1.00000000000012,1.00000000000012
"131",394,1.00000000000005,1.00000000000005
"132",395,0.883229801723072,0.883229801723072
"133",1224,0.733263990144943,0.733263990144943
"134",1225,0.727570616120494,0.727570616120494
"135",1226,0.479578053368629,0.479578053368629
"136",401,0.676114816681714,0.676114816681714
"137",402,0.815618443914396,0.815618443914396
"138",403,0.811421956427016,0.811421956427016
"139",404,0.822075281587255,0.822075281587255
"140",405,1.00000000000017,1.00000000000017
"141",406,1.00000000000017,1.00000000000017
"142",407,0.999999999999844,0.999999999999844
"143",408,0.999999999999629,0.999999999999629
"144",409,0.999999999999607,0.999999999999607
"145",410,1.00000000000033,1.00000000000033
"146",411,0.790897433343161,0.790897433343161
"147",412,0.812158859401015,0.812158859401015
"148",1227,0.733308402314321,0.733308402314321
"149",1228,0.73830432668004,0.73830432668004
"150",1229,0.448216542402332,0.448216542402332
"151",137,0.690027726003445,0.836543515016916
"152",138,0.828582513159684,1.0000000000001
"153",139,0.824131215862523,1.00000000000002
"154",140,0.810449710726726,1.00000000000005
"155",141,0.805692706563183,0.999999999999829
"156",142,0.999999999999985,0.999999999999985
"157",143,1.00000000000015,1.00000000000015
"158",144,0.999999999999829,0.999999999999829
"159",145,0.999999999999874,0.999999999999874
"160",146,0.803403428827849,0.803403428821205
"161",147,0.553802986500271,0.553802986497306
"162",148,0.534412110125105,0.534412110122139
"163",149,0.546834370849748,0.546834370843816
"164",150,0.43089793929943,0.43089793929599
"165",151,0.562477100276154,0.562477100273189
"166",374,0.813323344970805,0.999999999999385
"167",375,0.82091994013729,1.00000000000054
"168",376,0.723357010949522,0.865027180387244
"169",377,0.862610087050219,0.862610087052117
"170",378,0.999999999999474,0.999999999999474
"171",379,1.00000000000022,1.00000000000022
"172",380,0.999999999999481,0.999999999999481
"173",381,0.836888707343471,0.836888707343946
"174",382,0.591496334796731,0.59149633480009
"175",383,0.601799959352791,0.601799959352791
"176",416,0.680147808589787,0.84546076558137
"177",417,0.820919940136469,0.999999999999555
"178",1201,NA,0.682259570345827
"179",1202,NA,0.806100274957558
"180",1203,NA,0.788846328308155
"181",1204,NA,0.795820812700083
"182",1205,NA,0.554124981029515
"183",1207,NA,0.834899406269326
"184",1208,NA,0.686506871490418
"185",1210,NA,0.936977818149546
"186",1211,NA,0.946069167665065
"187",1212,NA,0.930813775817947
"188",1213,NA,0.994969780458767
"189",1214,NA,1.00000000000005
"190",1215,NA,0.999999999999733
"191",1216,NA,0.875616474053474
"192",1217,NA,0.874227930260269
"193",1218,NA,0.880295351235879
