point,date,time,first_det,song,distance
614,6/19/2014,552,4,0,30
614,7/6/2011,455,0,1,80
614,6/13/2011,492,0,1,45
614,7/4/2014,523,0,1,65
614,7/4/2014,523,0,1,40
614,6/16/2012,435,1,1,40
614,6/16/2012,435,0,1,50
614,6/17/2014,400,2,0,30
614,5/30/2013,476,1,1,70
614,5/30/2011,420,0,1,90
615,6/9/2014,445,0,1,70
615,5/30/2012,471,1,1,70
615,6/29/2013,507,0,1,30
615,6/20/2014,421,9,1,90
615,6/21/2014,510,0,0,45
615,6/14/2012,490,1,1,65
615,7/5/2011,555,7,1,40
615,7/5/2011,555,0,1,45
615,7/5/2011,555,2,1,50
615,5/30/2012,471,9,1,65
615,6/21/2014,510,0,1,25
615,6/14/2011,428,0,1,85
615,6/20/2014,421,2,0,90
615,6/29/2012,423,0,1,60
615,5/30/2012,471,1,1,80
615,7/7/2014,506,5,1,65
615,6/20/2014,421,0,1,90
615,6/14/2011,428,1,1,20
615,7/7/2014,506,0,1,60
615,6/14/2012,490,0,1,70
615,6/9/2014,445,0,1,80
615,6/15/2013,385,0,1,10
616,6/9/2014,422,9,0,70
616,6/14/2012,464,2,1,45
616,5/30/2012,449,0,0,30
616,6/15/2013,390,1,1,45
616,6/29/2013,424,7,1,90
616,6/29/2012,398,3,1,30
616,6/29/2013,424,0,1,90
616,6/9/2014,422,0,1,50
616,7/7/2014,526,0,1,40
616,6/15/2013,390,0,1,30
616,5/30/2012,449,0,1,90
616,6/14/2011,430,0,1,40
616,7/5/2011,493,1,1,90
616,6/14/2012,464,0,1,80
616,6/7/2011,492,3,1,70
616,6/21/2014,532,0,1,40
616,6/29/2012,398,1,1,40
616,6/14/2011,430,0,1,30
616,6/29/2012,398,0,1,45
616,6/9/2014,422,0,1,75
616,6/7/2011,492,2,1,45
616,6/29/2012,398,5,1,45
616,6/14/2011,430,2,1,60
616,6/21/2014,532,0,1,70
616,5/30/2012,449,6,1,85
616,7/7/2014,526,0,1,70
616,6/29/2012,398,3,1,35
616,7/5/2011,493,1,1,50
617,6/15/2013,366,0,1,50
617,6/9/2014,396,0,1,50
617,7/7/2014,546,0,1,40
617,6/29/2012,373,0,1,25
617,6/14/2012,442,0,1,75
617,7/7/2014,546,1,1,70
617,6/9/2014,396,0,1,75
617,6/14/2011,410,0,1,30
617,6/29/2012,373,1,1,90
617,6/14/2011,410,0,1,60
617,6/7/2011,509,4,1,85
617,6/15/2013,366,0,1,15
617,6/15/2013,366,0,1,30
617,6/29/2013,406,0,1,25
617,7/5/2011,517,0,1,45
617,6/14/2012,442,0,1,80
617,6/21/2014,552,0,1,40
617,6/20/2014,453,3,0,50
617,5/30/2012,416,2,1,90
617,6/29/2013,406,8,1,25
617,6/21/2014,552,0,0,30
617,6/21/2014,552,0,1,70
617,6/14/2011,410,1,1,80
617,6/29/2012,373,9,1,50
617,6/29/2012,373,9,0,30
617,5/29/2013,488,0,1,90
617,6/29/2012,373,6,1,45
617,6/21/2014,552,0,1,60
617,6/29/2012,373,0,1,65
618,6/29/2012,496,0,1,70
618,6/14/2011,470,6,1,80
618,6/14/2011,470,0,1,70
618,6/14/2011,470,5,1,65
618,5/30/2012,386,0,1,50
618,5/29/2013,417,0,1,60
618,7/7/2014,444,0,1,90
618,6/20/2014,505,0,1,35
618,6/29/2012,496,0,1,50
618,7/5/2011,449,1,1,65
618,6/20/2014,505,9,1,70
618,6/15/2013,428,1,1,70
618,5/29/2013,417,3,1,90
618,6/15/2013,428,1,1,60
618,7/7/2014,444,1,1,50
618,6/29/2013,465,9,0,40
618,6/21/2014,440,0,1,30
618,6/21/2014,440,0,1,60
618,6/29/2012,496,3,1,70
618,6/14/2012,422,0,1,60
618,6/9/2014,518,6,1,70
618,7/7/2014,444,0,1,60
618,6/7/2011,444,0,1,45
618,6/20/2014,505,0,1,90
618,6/9/2014,518,0,1,40
618,6/7/2011,444,9,0,40
618,6/9/2014,518,0,1,60
618,6/14/2012,422,0,1,80
618,7/5/2011,449,0,1,80
619,6/15/2013,409,1,1,40
619,6/14/2011,450,9,1,90
619,6/21/2014,459,0,1,40
619,5/30/2012,407,0,1,30
619,6/29/2013,447,0,1,45
619,6/29/2013,447,0,1,25
619,7/7/2014,463,0,1,45
619,5/30/2012,407,0,1,70
619,5/29/2013,440,1,1,80
619,6/9/2014,501,0,1,45
619,6/20/2014,521,3,0,30
619,7/5/2011,471,0,1,40
619,6/9/2014,501,5,0,40
619,6/7/2011,469,1,1,35
619,6/9/2014,501,0,1,75
619,6/7/2011,469,0,1,25
619,6/15/2013,409,0,1,80
619,7/7/2014,463,0,1,70
619,7/5/2011,471,0,1,25
619,6/29/2012,479,0,1,100
619,6/14/2012,577,0,1,55
619,6/14/2012,577,0,1,75
619,6/29/2013,447,0,1,40
619,7/7/2014,463,0,0,30
619,6/14/2011,450,0,1,45
619,6/15/2013,409,0,1,15
619,6/20/2014,521,3,1,55
619,6/21/2014,459,0,1,55
619,6/29/2012,479,0,1,100
619,6/29/2012,479,0,1,100
620,6/14/2012,523,0,1,60
620,6/29/2013,482,0,1,15
620,6/21/2014,482,0,1,75
620,6/14/2011,461,0,1,65
620,6/15/2013,408,0,1,15
620,6/29/2013,482,0,1,25
620,5/30/2012,431,0,1,100
620,7/5/2011,519,3,1,70
620,6/7/2011,503,2,0,10
620,6/7/2011,503,0,1,30
620,6/9/2014,474,5,0,50
620,5/30/2012,431,0,1,80
620,6/15/2013,408,2,1,30
620,6/29/2012,453,0,1,100
620,7/5/2011,519,0,1,60
620,7/7/2014,482,0,1,80
620,6/29/2012,453,0,1,40
620,6/29/2012,453,9,1,40
620,6/9/2014,474,0,1,90
620,6/20/2014,403,0,0,65
620,6/7/2011,503,0,0,25
621,6/20/2014,434,0,1,90
621,6/30/2012,469,0,1,90
621,6/30/2012,469,1,1,70
621,6/20/2014,434,0,1,45
621,6/14/2012,548,1,1,60
621,6/14/2012,548,0,1,90
621,6/20/2014,434,0,1,55
621,6/30/2012,469,9,1,80
621,5/29/2013,445,0,1,60
621,5/29/2013,445,2,1,45
621,5/30/2012,452,0,1,80
621,6/30/2012,469,0,1,75
621,7/5/2011,492,1,1,90
621,6/15/2013,428,0,1,70
621,6/11/2014,443,0,1,45
621,6/30/2012,469,4,1,60
621,5/30/2012,452,5,0,7
621,6/11/2014,443,0,1,90
621,7/5/2011,492,9,1,45
621,6/29/2013,464,4,1,40
621,7/7/2014,511,0,1,90
621,6/29/2013,464,0,1,25
621,6/29/2013,464,0,1,90
621,6/20/2014,434,0,0,40
622,6/30/2012,448,2,1,70
622,5/30/2012,443,0,1,95
622,5/29/2013,429,2,1,55
622,6/11/2014,423,0,1,30
622,6/7/2011,468,4,0,55
622,6/30/2012,448,2,1,90
622,6/7/2011,468,1,1,70
622,6/21/2014,478,4,1,60
622,6/15/2013,447,0,1,50
622,6/20/2014,417,0,1,70
622,6/21/2014,478,0,1,90
622,6/20/2014,417,0,1,25
622,5/29/2013,429,0,1,50
622,6/11/2014,423,0,1,70
622,6/20/2014,417,0,1,45
622,6/11/2014,423,0,1,60
622,6/19/2012,369,0,1,80
622,6/29/2013,445,0,1,75
622,6/14/2011,504,0,1,95
623,7/7/2014,475,0,1,50
623,6/15/2013,469,0,1,20
623,6/30/2012,428,0,1,100
623,6/19/2012,388,0,1,30
623,7/5/2011,447,0,1,40
623,6/19/2012,388,0,0,75
623,6/7/2011,447,7,0,80
623,6/15/2013,469,8,0,40
623,5/30/2012,423,0,0,40
623,6/20/2014,398,0,1,50
623,6/20/2014,398,0,1,30
623,6/20/2014,398,0,1,70
623,6/19/2012,388,NA,1,85
623,6/20/2014,398,0,1,50
623,6/30/2012,428,0,1,60
623,6/30/2012,428,0,1,40
623,5/30/2012,423,0,1,90
623,7/5/2011,447,0,1,40
623,6/19/2012,388,5,0,25
623,6/7/2011,447,0,1,70
623,6/29/2013,422,6,1,80
623,6/29/2013,422,0,1,30
623,6/11/2014,404,0,1,50
623,6/11/2014,404,4,1,85
623,6/11/2014,404,0,1,70
623,6/30/2012,428,9,1,90
624,6/7/2011,389,0,1,85
624,6/20/2014,503,3,1,40
624,6/9/2014,570,0,1,75
624,6/30/2012,343,0,1,100
624,6/14/2011,534,0,1,50
624,5/30/2012,363,0,1,85
624,6/29/2013,350,0,1,25
624,6/15/2013,485,5,1,40
624,6/14/2012,356,0,1,65
624,6/20/2014,503,0,1,50
624,6/29/2013,350,0,1,25
624,6/14/2011,534,0,1,40
624,6/14/2012,356,0,1,80
624,6/15/2013,485,0,1,70
624,6/14/2011,534,2,1,30
624,6/29/2013,350,0,1,30
624,6/9/2014,570,0,1,50
624,5/30/2012,363,0,1,100
624,6/20/2014,503,0,1,60
624,7/7/2014,398,5,0,55
624,6/21/2014,385,0,1,35
624,6/7/2011,389,3,1,95
624,5/29/2013,354,3,0,35
624,5/29/2013,354,0,1,80
624,5/29/2013,354,0,1,70
624,7/7/2014,398,0,1,80
625,6/14/2012,380,0,1,95
625,7/7/2014,400,0,1,80
625,7/5/2011,409,1,1,80
625,6/9/2014,552,0,1,85
625,6/14/2011,512,0,1,65
625,6/29/2013,369,2,1,35
625,6/14/2012,380,1,0,60
625,6/7/2011,408,1,1,75
625,7/7/2014,400,3,0,30
625,5/30/2012,383,0,1,60
625,6/21/2014,400,0,1,45
625,6/21/2014,400,0,1,80
625,6/29/2012,534,0,1,95
625,6/29/2013,369,0,1,80
625,6/29/2013,369,5,1,30
626,5/30/2012,368,0,1,80
626,6/9/2014,536,0,1,80
626,7/5/2011,429,6,1,80
626,6/29/2013,386,4,1,85
626,7/5/2011,429,0,1,90
626,7/5/2011,429,1,0,30
626,5/30/2012,368,0,1,75
626,6/15/2013,445,1,1,30
626,7/7/2014,424,0,1,80
626,5/30/2012,368,0,1,40
626,6/15/2013,445,0,1,50
626,6/14/2012,401,0,1,50
626,6/21/2014,414,0,1,80
626,6/9/2014,536,0,1,65
626,7/7/2014,424,0,1,25
626,6/29/2013,386,0,1,70
626,7/5/2011,429,0,1,65
626,5/29/2013,385,9,1,40
626,6/15/2013,445,2,0,30
627,6/7/2011,428,0,1,60
627,6/15/2013,490,0,1,50
627,7/5/2011,426,0,1,70
627,6/11/2014,384,0,1,50
627,7/5/2011,426,6,0,40
627,5/30/2012,405,0,0,55
627,6/19/2012,406,0,1,20
627,6/7/2011,428,7,0,30
627,7/5/2011,426,2,1,95
627,6/19/2012,406,0,1,75
627,6/11/2014,384,2,1,40
627,6/21/2014,438,7,1,50
627,6/20/2014,465,1,1,70
627,6/29/2013,403,0,1,40
627,6/21/2014,438,0,1,75
627,6/11/2014,384,0,1,90
627,5/30/2012,405,0,1,50
627,6/20/2014,465,0,1,35
627,6/14/2011,543,0,1,85
627,6/20/2014,465,6,0,40
628,6/14/2011,562,7,1,20
628,7/5/2011,408,0,1,80
628,6/30/2012,390,3,1,90
629,7/3/2012,490,2,1,100
629,7/3/2012,490,1,1,80
629,6/16/2014,387,0,1,50
629,6/16/2014,387,5,1,75
631,6/6/2014,392,0,1,80
632,7/3/2012,471,1,1,70
632,6/16/2014,408,0,1,60
632,6/30/2011,479,2,0,30
632,6/30/2011,479,1,1,50
633,5/31/2012,376,0,1,95
633,6/16/2014,427,0,1,80
633,7/3/2012,393,0,1,40
633,6/2/2011,464,9,1,95
634,7/1/2014,409,1,1,60
634,7/3/2012,371,0,1,80
634,6/16/2014,443,0,1,45
634,7/3/2012,371,0,1,100
634,7/1/2014,409,7,1,20
634,6/14/2012,476,0,1,60
634,7/3/2012,371,9,1,60
634,6/15/2013,379,0,1,50
634,5/31/2012,394,0,1,80
634,6/30/2011,423,2,1,65
634,6/14/2012,476,0,1,45
634,5/31/2012,394,3,1,55
634,6/18/2014,405,0,1,25
634,5/31/2012,394,0,1,75
634,6/18/2014,405,2,1,50
634,6/14/2012,476,4,1,95
634,6/2/2011,480,0,1,45
635,6/2/2011,510,1,0,60
635,6/2/2011,510,4,1,75
635,6/30/2011,402,0,1,70
635,6/29/2013,407,0,1,80
635,6/18/2014,386,0,1,85
635,6/2/2011,510,0,0,40
635,6/18/2014,386,0,1,60
635,7/1/2014,390,1,0,85
635,6/29/2013,407,0,1,45
635,7/3/2012,508,3,1,95
635,6/16/2014,461,0,1,80
635,6/16/2014,461,0,1,70
635,6/18/2014,386,0,1,15
635,6/18/2014,386,0,1,75
635,7/1/2014,390,1,1,20
635,6/6/2014,519,0,1,90
635,7/3/2012,508,0,1,65
635,6/29/2013,407,0,1,60
635,6/14/2012,365,0,1,25
635,5/30/2012,596,5,1,60
635,6/15/2013,344,1,1,40
635,6/14/2012,365,0,1,50
635,7/1/2014,390,0,1,60
635,6/6/2014,519,0,1,70
635,6/29/2013,407,0,1,70
635,6/15/2013,344,3,1,90
635,6/29/2013,407,0,1,75
635,6/15/2013,344,0,1,40
635,6/15/2013,344,0,1,70
635,5/30/2012,596,0,1,55
635,5/30/2012,596,0,1,85
636,6/18/2014,456,0,1,55
636,7/1/2014,467,7,1,30
636,6/16/2014,505,3,1,25
636,6/18/2014,456,1,1,45
636,6/18/2014,456,0,1,75
636,6/6/2014,536,2,1,90
636,6/6/2014,536,0,1,70
636,6/29/2013,386,0,0,25
636,6/16/2014,505,0,1,50
636,6/29/2013,386,3,1,70
636,7/3/2012,411,0,1,100
636,6/6/2014,536,0,0,40
636,6/29/2013,386,0,1,80
636,7/3/2012,411,1,1,90
636,5/30/2012,576,0,1,90
636,6/15/2013,361,0,1,70
636,6/15/2013,361,0,1,30
636,6/30/2011,401,0,1,55
636,6/14/2012,439,8,1,85
636,6/20/2011,425,0,1,70
636,7/1/2014,467,0,1,70
637,6/29/2013,370,0,1,60
637,7/3/2012,438,8,0,70
637,6/30/2011,416,1,1,95
637,5/29/2013,449,1,1,80
637,6/6/2014,555,1,1,90
637,6/29/2013,370,0,1,20
637,5/30/2012,560,0,1,95
637,5/30/2012,560,3,1,60
637,6/18/2014,437,0,1,70
637,6/19/2011,499,8,1,45
638,6/18/2014,420,0,1,40
638,6/30/2011,432,2,1,70
638,7/1/2014,429,0,1,75
638,6/2/2011,483,0,1,95
638,6/18/2014,420,0,1,90
638,6/16/2014,398,0,1,45
638,7/9/2013,479,0,1,70
638,6/18/2013,415,3,1,55
638,6/14/2012,447,2,1,70
638,6/6/2014,580,9,1,50
638,6/6/2014,580,7,0,45
638,6/16/2014,398,9,1,85
638,7/3/2012,416,0,1,55
639,6/6/2014,600,0,1,40
639,7/3/2012,436,0,1,80
639,7/3/2012,436,5,1,100
639,6/18/2014,403,0,1,60
639,6/18/2014,403,0,1,75
639,6/18/2014,403,9,0,45
639,5/31/2012,439,0,1,70
639,6/20/2011,445,0,1,70
639,7/9/2013,503,0,1,40
639,6/30/2011,489,8,1,50
639,7/1/2014,410,6,1,90
639,6/16/2014,465,0,1,80
639,7/9/2013,503,0,1,10
639,7/3/2012,436,0,1,35
639,6/30/2011,489,0,1,60
639,6/18/2014,403,0,1,50
639,7/1/2014,410,0,1,65
639,6/16/2014,465,4,1,40
639,6/20/2011,445,0,1,60
639,6/18/2013,434,0,1,70
639,6/2/2011,416,0,1,75
639,6/6/2014,600,6,1,45
639,7/1/2014,410,0,1,40
639,6/18/2013,434,1,1,80
639,5/31/2013,485,0,0,30
639,6/6/2014,600,0,1,70
639,6/14/2012,422,1,0,35
640,7/1/2014,392,6,1,45
640,6/16/2014,484,0,1,55
640,6/18/2014,384,2,1,50
640,6/18/2014,384,0,1,90
640,6/16/2014,484,0,1,25
640,6/18/2014,384,0,1,40
640,6/6/2014,615,0,1,50
640,7/1/2014,392,0,1,75
640,7/1/2014,392,5,1,65
640,6/6/2014,615,0,1,70
640,6/18/2014,384,1,1,60
640,6/18/2014,384,0,1,45
640,6/18/2013,452,0,1,65
640,7/9/2013,520,0,1,60
640,6/19/2011,425,0,1,40
640,7/3/2012,487,0,1,80
640,6/14/2012,382,8,1,95
640,5/31/2012,462,0,1,70
640,6/19/2011,425,0,1,55
640,7/3/2012,487,1,1,100
640,7/3/2012,487,4,1,40
640,6/30/2011,510,9,1,95
640,6/16/2014,484,0,1,70
640,6/30/2011,510,0,1,80
640,7/3/2012,487,0,1,90
640,5/31/2012,462,0,1,60
641,6/18/2013,396,4,0,20
641,6/18/2013,396,1,1,90
641,6/7/2014,415,0,1,50
641,7/3/2012,390,0,1,65
641,6/7/2014,415,0,1,70
641,7/9/2013,463,2,1,70
641,6/16/2014,426,0,1,35
641,7/9/2013,463,0,1,40
641,6/18/2014,488,8,1,45
641,6/18/2013,396,0,1,40
641,6/14/2012,447,9,1,80
641,6/18/2014,488,0,1,80
641,7/1/2014,493,9,0,40
641,5/31/2012,491,2,1,45
641,6/18/2014,488,0,1,60
641,7/1/2014,493,1,1,75
641,6/14/2012,447,0,1,90
641,6/18/2014,488,0,1,50
641,6/14/2012,447,4,1,80
641,7/1/2014,493,0,1,60
642,6/16/2014,446,0,1,30
642,6/7/2014,397,0,1,40
642,6/7/2014,397,0,1,75
642,7/3/2012,459,3,1,100
642,6/18/2013,376,0,1,50
642,6/7/2014,397,3,1,70
642,6/16/2014,446,7,1,95
642,5/31/2012,512,0,1,60
642,6/18/2014,504,1,0,40
642,6/18/2014,504,0,1,75
642,7/1/2014,512,0,1,55
642,7/1/2014,512,5,0,30
642,6/30/2011,467,8,1,90
642,6/18/2014,504,0,1,50
642,6/7/2014,397,0,1,65
642,6/19/2011,448,2,1,70
642,6/18/2014,504,0,1,40
642,6/18/2013,376,1,1,65
643,6/19/2012,440,9,0,70
643,6/7/2011,385,0,1,25
643,5/29/2013,364,0,1,40
643,6/20/2014,522,0,1,70
643,6/7/2011,385,7,1,30
643,6/30/2012,372,0,1,100
643,6/9/2014,587,0,1,70
643,6/15/2013,526,0,1,80
643,5/30/2012,368,0,1,50
643,6/15/2013,526,0,1,60
643,6/20/2014,522,0,1,55
643,7/5/2011,383,1,1,55
643,6/9/2014,587,0,1,50
643,6/29/2013,363,0,1,30
643,5/29/2013,364,4,1,35
643,6/20/2014,522,3,1,60
643,6/29/2013,363,0,1,40
643,5/29/2013,364,0,1,60
643,6/7/2011,385,3,1,50
643,5/30/2012,368,0,1,70
644,5/30/2013,349,0,1,60
644,6/17/2013,494,0,1,45
644,5/30/2013,349,0,1,70
644,6/2/2012,492,9,1,100
644,7/9/2014,503,1,1,70
644,6/17/2011,490,1,1,70
644,6/4/2014,379,0,1,60
644,7/12/2011,387,0,1,60
644,6/24/2014,517,0,1,45
644,5/30/2013,349,5,0,30
644,7/12/2011,387,1,1,65
644,6/22/2014,520,5,0,65
645,6/4/2014,398,0,1,70
645,7/2/2013,383,8,0,40
645,6/6/2011,408,1,1,95
645,6/17/2011,510,7,1,95
645,6/24/2014,501,0,1,80
645,6/17/2011,510,0,1,30
645,6/17/2013,476,0,1,50
645,7/12/2011,408,0,1,35
645,6/2/2012,474,7,1,85
645,7/12/2011,408,3,1,45
645,6/4/2014,398,7,0,45
645,6/4/2014,398,0,1,60
645,7/2/2013,383,0,1,70
645,7/9/2014,487,3,1,55
645,6/29/2012,459,6,1,70
645,6/18/2012,465,7,0,80
645,6/22/2014,497,0,1,85
646,7/12/2011,428,0,0,50
646,7/9/2014,396,0,1,90
646,7/12/2011,428,3,1,55
646,7/2/2013,367,3,1,60
646,6/24/2014,393,0,1,60
646,6/29/2012,360,0,1,90
646,6/18/2012,480,1,1,85
646,6/29/2012,360,3,1,60
646,6/6/2011,386,0,1,85
646,6/6/2011,386,2,1,90
646,7/12/2011,428,0,1,55
646,6/18/2012,480,3,0,40
647,6/6/2011,445,0,1,40
647,6/4/2014,434,0,1,60
647,6/18/2012,496,9,1,50
647,7/12/2011,511,0,1,75
647,6/6/2011,445,2,1,70
647,7/9/2014,413,3,1,80
647,7/12/2011,511,9,1,90
648,7/9/2014,469,0,1,50
648,6/17/2013,366,0,0,5
648,6/24/2014,463,1,0,40
648,7/12/2011,519,0,1,60
648,6/17/2013,366,1,1,50
648,6/18/2012,558,0,1,45
648,6/4/2014,452,0,1,65
648,6/24/2014,463,0,1,70
648,6/6/2011,461,0,1,90
648,7/9/2014,469,3,1,30
648,7/2/2013,437,8,1,45
648,6/17/2013,366,5,1,70
648,6/17/2013,366,0,0,10
648,6/24/2014,463,0,1,45
648,6/6/2011,461,1,1,65
648,7/12/2011,519,0,1,90
648,6/18/2012,558,0,1,90
648,6/17/2013,366,0,1,30
648,6/17/2013,366,0,1,60
648,6/2/2012,369,0,1,90
648,6/2/2012,369,0,1,50
648,6/17/2011,497,0,1,60
648,6/2/2012,369,1,1,75
648,6/6/2011,461,0,1,60
649,7/9/2014,522,0,1,70
649,6/17/2013,346,5,1,90
649,6/4/2014,470,0,1,45
649,7/12/2011,453,4,1,60
649,6/17/2013,346,3,1,80
649,6/17/2013,346,1,1,40
649,6/24/2014,534,0,1,50
649,6/4/2014,470,0,0,70
649,6/2/2012,350,0,1,90
649,6/17/2013,346,9,1,30
649,6/4/2014,470,0,1,70
649,6/17/2013,346,0,1,25
649,6/18/2012,574,0,1,30
649,6/17/2011,472,1,1,80
649,6/2/2012,350,0,1,75
649,7/2/2013,419,0,1,30
649,6/17/2013,346,0,1,20
649,6/18/2012,574,0,1,45
649,6/18/2012,574,3,0,50
649,6/17/2013,346,0,1,30
649,6/24/2014,534,0,1,75
649,6/2/2012,350,3,1,60
649,6/17/2013,346,0,1,50
649,6/2/2012,350,1,1,100
650,7/9/2014,514,2,0,45
650,7/9/2014,514,3,0,55
650,6/2/2012,355,0,1,40
650,6/4/2014,486,5,1,50
650,5/30/2013,350,0,1,80
650,6/4/2014,486,9,0,30
650,6/18/2013,498,0,1,80
650,6/4/2014,486,0,1,70
650,6/2/2012,355,9,1,70
650,7/12/2011,474,0,1,60
650,6/24/2014,526,4,1,85
650,6/2/2012,355,1,1,95
650,7/9/2014,514,0,1,100
650,6/4/2014,486,0,1,65
650,7/2/2013,407,4,1,20
650,6/17/2011,451,0,1,75
650,6/22/2014,500,5,0,60
650,5/30/2013,350,0,1,75
650,7/2/2013,407,0,1,80
650,7/9/2014,514,0,1,80
650,6/17/2011,451,5,1,90
650,6/24/2014,526,0,1,60
650,7/12/2011,474,0,1,55
650,6/22/2014,500,0,1,45
650,6/4/2014,486,0,1,50
651,6/6/2011,487,0,1,40
651,6/6/2011,487,0,1,40
651,6/29/2012,417,0,1,90
651,6/6/2011,487,0,1,30
651,6/18/2012,540,1,1,20
651,6/4/2014,508,5,0,30
651,6/24/2014,446,0,1,70
651,6/17/2011,470,0,1,50
651,6/2/2012,391,2,0,45
651,6/29/2012,417,7,1,60
651,6/17/2013,389,1,1,40
651,7/9/2014,449,5,0,40
651,5/30/2013,465,0,0,50
651,6/17/2013,389,0,1,80
651,5/30/2013,465,0,1,70
651,7/9/2014,449,0,1,70
651,6/18/2012,540,0,1,15
651,6/18/2012,540,7,1,100
651,6/17/2013,389,0,1,90
651,7/12/2011,534,2,1,35
651,7/12/2011,534,0,1,70
651,6/4/2014,508,0,1,50
651,7/12/2011,534,0,1,40
652,6/17/2011,538,0,1,95
652,6/4/2014,526,7,1,45
652,7/12/2011,481,0,1,60
652,7/12/2011,481,9,1,100
652,6/22/2014,391,4,1,80
652,6/4/2014,526,8,0,40
652,6/17/2011,538,0,1,60
652,6/6/2011,426,3,1,40
652,7/2/2013,477,0,1,85
652,6/6/2011,426,0,1,65
652,7/12/2011,481,1,1,90
652,6/29/2012,398,0,1,85
652,7/9/2014,431,9,1,70
