"","unique.ID","birds","plot"
"603","210-2012-168",0,"East Bogs"
"604","210-2012-182",2,"East Bogs"
"605","210-2012-152",0,"East Bogs"
"606","210-2014-175",0,"East Bogs"
"607","210-2014-155",3,"East Bogs"
"608","210-2013-186",0,"East Bogs"
"609","210-2011-153",0,"East Bogs"
"610","210-2011-187",0,"East Bogs"
"611","210-2014-174",2,"East Bogs"
"612","211-2012-152",0,"East Bogs"
"613","211-2011-153",2,"East Bogs"
"614","211-2013-186",1,"East Bogs"
"615","211-2012-182",1,"East Bogs"
"616","211-2014-192",4,"East Bogs"
"617","211-2012-168",1,"East Bogs"
"618","211-2014-175",2,"East Bogs"
"619","211-2011-187",1,"East Bogs"
"620","211-2011-171",0,"East Bogs"
"621","211-2014-174",1,"East Bogs"
"622","211-2013-170",1,"East Bogs"
"623","211-2014-155",3,"East Bogs"
"624","211-2013-154",1,"East Bogs"
"625","212-2011-170",0,"East Bogs"
"626","212-2011-187",1,"East Bogs"
"627","212-2012-182",4,"East Bogs"
"628","212-2014-155",1,"East Bogs"
"629","212-2012-152",1,"East Bogs"
"630","212-2013-170",0,"East Bogs"
"631","212-2012-168",1,"East Bogs"
"632","212-2013-186",0,"East Bogs"
"633","212-2014-192",3,"East Bogs"
"634","212-2014-174",2,"East Bogs"
"635","212-2014-175",1,"East Bogs"
"636","212-2011-153",0,"East Bogs"
"637","212-2013-154",1,"East Bogs"
"638","332-2011-173",3,"First Creek"
"639","332-2014-171",0,"First Creek"
"640","332-2013-182",1,"First Creek"
"641","332-2012-166",0,"First Creek"
"642","332-2014-172",2,"First Creek"
"643","332-2014-153",0,"First Creek"
"644","332-2014-190",2,"First Creek"
"645","332-2013-167",0,"First Creek"
"646","332-2011-191",0,"First Creek"
"647","332-2011-154",1,"First Creek"
"648","332-2012-151",1,"First Creek"
"649","332-2012-181",0,"First Creek"
"650","332-2013-149",0,"First Creek"
"651","333-2011-173",1,"First Creek"
"652","333-2012-166",0,"First Creek"
"653","333-2014-171",2,"First Creek"
"654","333-2014-172",2,"First Creek"
"655","333-2012-151",0,"First Creek"
"656","333-2013-182",1,"First Creek"
"657","333-2014-190",3,"First Creek"
"658","333-2013-167",1,"First Creek"
"659","333-2014-153",0,"First Creek"
"660","333-2013-149",1,"First Creek"
"661","333-2011-191",2,"First Creek"
"662","333-2012-181",1,"First Creek"
"663","333-2011-154",1,"First Creek"
"664","334-2011-173",1,"First Creek"
"665","334-2011-191",2,"First Creek"
"666","334-2012-151",0,"First Creek"
"667","334-2012-166",1,"First Creek"
"668","334-2014-153",0,"First Creek"
"669","334-2012-181",1,"First Creek"
"670","334-2013-182",0,"First Creek"
"671","334-2013-149",1,"First Creek"
"672","334-2011-154",2,"First Creek"
"673","334-2014-172",1,"First Creek"
"674","334-2014-171",1,"First Creek"
"675","334-2014-190",1,"First Creek"
"676","334-2013-167",0,"First Creek"
"677","335-2014-153",0,"First Creek"
"678","335-2011-154",3,"First Creek"
"679","335-2011-191",2,"First Creek"
"680","335-2011-173",4,"First Creek"
"681","335-2012-181",1,"First Creek"
"682","335-2013-167",0,"First Creek"
"683","335-2014-190",2,"First Creek"
"684","335-2012-151",1,"First Creek"
"685","335-2013-182",0,"First Creek"
"686","335-2012-166",2,"First Creek"
"687","335-2013-149",0,"First Creek"
"688","335-2014-171",0,"First Creek"
"689","335-2014-172",1,"First Creek"
"690","336-2011-191",4,"First Creek"
"691","336-2013-167",0,"First Creek"
"692","336-2012-151",2,"First Creek"
"693","336-2012-166",3,"First Creek"
"694","336-2012-181",1,"First Creek"
"695","336-2014-190",4,"First Creek"
"696","336-2013-182",0,"First Creek"
"697","336-2014-171",3,"First Creek"
"698","336-2013-149",0,"First Creek"
"699","336-2011-154",0,"First Creek"
"700","336-2014-172",1,"First Creek"
"701","336-2011-173",3,"First Creek"
"702","336-2014-153",1,"First Creek"
"703","337-2012-151",1,"First Creek"
"704","337-2011-173",0,"First Creek"
"705","337-2014-171",0,"First Creek"
"706","337-2011-191",2,"First Creek"
"707","337-2012-181",2,"First Creek"
"708","337-2013-167",1,"First Creek"
"709","337-2014-153",0,"First Creek"
"710","337-2012-166",1,"First Creek"
"711","337-2014-190",2,"First Creek"
"712","337-2013-149",0,"First Creek"
"713","337-2014-172",2,"First Creek"
"714","337-2013-182",0,"First Creek"
"715","337-2011-154",2,"First Creek"
"716","338-2012-151",2,"First Creek"
"717","338-2013-182",1,"First Creek"
"718","338-2011-173",2,"First Creek"
"719","338-2014-190",4,"First Creek"
"720","338-2014-171",1,"First Creek"
"721","338-2011-191",3,"First Creek"
"722","338-2013-149",0,"First Creek"
"723","338-2014-172",1,"First Creek"
"724","338-2013-167",1,"First Creek"
"725","338-2012-166",1,"First Creek"
"726","338-2012-181",1,"First Creek"
"727","338-2014-153",0,"First Creek"
"728","338-2011-154",2,"First Creek"
"729","357-2014-168",2,"Sulphur Creek"
"730","357-2013-149",2,"Sulphur Creek"
"731","357-2014-158",1,"Sulphur Creek"
"732","357-2012-181",3,"Sulphur Creek"
"733","357-2012-151",1,"Sulphur Creek"
"734","357-2013-182",2,"Sulphur Creek"
"735","357-2014-167",2,"Sulphur Creek"
"736","357-2011-154",3,"Sulphur Creek"
"737","357-2013-166",1,"Sulphur Creek"
"738","357-2011-172",1,"Sulphur Creek"
"739","357-2014-184",4,"Sulphur Creek"
"740","357-2012-166",1,"Sulphur Creek"
"741","357-2011-187",1,"Sulphur Creek"
"742","358-2014-158",3,"Sulphur Creek"
"743","358-2012-181",3,"Sulphur Creek"
"744","358-2014-184",3,"Sulphur Creek"
"745","358-2012-151",0,"Sulphur Creek"
"746","358-2013-149",2,"Sulphur Creek"
"747","358-2011-187",1,"Sulphur Creek"
"748","358-2014-168",3,"Sulphur Creek"
"749","358-2011-154",1,"Sulphur Creek"
"750","358-2013-182",1,"Sulphur Creek"
"751","358-2011-172",1,"Sulphur Creek"
"752","358-2014-167",3,"Sulphur Creek"
"753","358-2012-166",1,"Sulphur Creek"
"754","358-2013-166",0,"Sulphur Creek"
"755","359-2012-151",2,"Sulphur Creek"
"756","359-2013-182",2,"Sulphur Creek"
"757","359-2013-166",1,"Sulphur Creek"
"758","359-2012-166",0,"Sulphur Creek"
"759","359-2014-184",1,"Sulphur Creek"
"760","359-2012-181",1,"Sulphur Creek"
"761","359-2011-154",1,"Sulphur Creek"
"762","359-2014-168",1,"Sulphur Creek"
"763","359-2014-156",1,"Sulphur Creek"
"764","359-2011-172",0,"Sulphur Creek"
"765","359-2014-167",1,"Sulphur Creek"
"766","359-2013-149",0,"Sulphur Creek"
"767","359-2011-187",3,"Sulphur Creek"
"768","360-2011-187",1,"Sulphur Creek"
"769","360-2013-182",2,"Sulphur Creek"
"770","360-2012-151",3,"Sulphur Creek"
"771","360-2011-154",0,"Sulphur Creek"
"772","360-2012-181",2,"Sulphur Creek"
"773","360-2014-167",2,"Sulphur Creek"
"774","360-2011-172",1,"Sulphur Creek"
"775","360-2014-156",2,"Sulphur Creek"
"776","360-2013-149",0,"Sulphur Creek"
"777","360-2012-166",0,"Sulphur Creek"
"778","360-2013-166",0,"Sulphur Creek"
"779","360-2014-168",3,"Sulphur Creek"
"780","360-2014-184",1,"Sulphur Creek"
"781","361-2013-149",1,"Sulphur Creek"
"782","361-2011-154",2,"Sulphur Creek"
"783","361-2014-184",1,"Sulphur Creek"
"784","361-2012-181",2,"Sulphur Creek"
"785","361-2012-151",1,"Sulphur Creek"
"786","361-2011-187",5,"Sulphur Creek"
"787","361-2013-166",2,"Sulphur Creek"
"788","361-2014-168",2,"Sulphur Creek"
"789","361-2014-158",1,"Sulphur Creek"
"790","361-2013-182",1,"Sulphur Creek"
"791","361-2011-172",0,"Sulphur Creek"
"792","361-2014-167",2,"Sulphur Creek"
"793","361-2012-166",1,"Sulphur Creek"
"794","362-2012-151",1,"Sulphur Creek"
"795","362-2011-187",2,"Sulphur Creek"
"796","362-2013-149",0,"Sulphur Creek"
"797","362-2011-154",2,"Sulphur Creek"
"798","362-2014-158",0,"Sulphur Creek"
"799","362-2014-168",1,"Sulphur Creek"
"800","362-2011-172",2,"Sulphur Creek"
"801","362-2014-167",3,"Sulphur Creek"
"802","362-2013-166",2,"Sulphur Creek"
"803","362-2013-182",0,"Sulphur Creek"
"804","362-2014-184",3,"Sulphur Creek"
"805","362-2012-181",3,"Sulphur Creek"
"806","362-2012-166",0,"Sulphur Creek"
"807","363-2011-187",0,"Sulphur Creek"
"808","363-2011-172",1,"Sulphur Creek"
"809","363-2013-182",1,"Sulphur Creek"
"810","363-2012-181",2,"Sulphur Creek"
"811","363-2011-154",1,"Sulphur Creek"
"812","363-2012-166",1,"Sulphur Creek"
"813","363-2014-184",1,"Sulphur Creek"
"814","363-2012-151",0,"Sulphur Creek"
"815","363-2013-166",3,"Sulphur Creek"
"816","363-2013-149",1,"Sulphur Creek"
"817","363-2014-168",4,"Sulphur Creek"
"818","363-2014-167",1,"Sulphur Creek"
"819","363-2014-158",1,"Sulphur Creek"
"820","364-2012-181",1,"Sulphur Creek"
"821","364-2013-182",2,"Sulphur Creek"
"822","364-2011-154",0,"Sulphur Creek"
"823","364-2014-156",1,"Sulphur Creek"
"824","364-2011-187",2,"Sulphur Creek"
"825","364-2011-172",0,"Sulphur Creek"
"826","364-2013-149",2,"Sulphur Creek"
"827","364-2014-167",1,"Sulphur Creek"
"828","364-2013-166",1,"Sulphur Creek"
"829","364-2014-168",3,"Sulphur Creek"
"830","364-2012-166",2,"Sulphur Creek"
"831","364-2014-184",4,"Sulphur Creek"
"832","364-2012-151",1,"Sulphur Creek"
"833","365-2012-181",3,"Sulphur Creek"
"834","365-2013-149",1,"Sulphur Creek"
"835","365-2012-151",2,"Sulphur Creek"
"836","365-2014-167",3,"Sulphur Creek"
"837","365-2011-187",2,"Sulphur Creek"
"838","365-2013-182",2,"Sulphur Creek"
"839","365-2011-154",2,"Sulphur Creek"
"840","365-2014-184",2,"Sulphur Creek"
"841","365-2011-172",1,"Sulphur Creek"
"842","365-2014-168",1,"Sulphur Creek"
"843","365-2013-166",3,"Sulphur Creek"
"844","365-2014-158",2,"Sulphur Creek"
"845","365-2012-166",3,"Sulphur Creek"
"846","366-2014-168",1,"Sulphur Creek"
"847","366-2011-154",0,"Sulphur Creek"
"848","366-2011-172",1,"Sulphur Creek"
"849","366-2013-166",1,"Sulphur Creek"
"850","366-2013-182",0,"Sulphur Creek"
"851","366-2012-181",4,"Sulphur Creek"
"852","366-2014-184",2,"Sulphur Creek"
"853","366-2014-156",1,"Sulphur Creek"
"854","366-2014-167",1,"Sulphur Creek"
"855","366-2011-187",2,"Sulphur Creek"
"856","366-2013-149",0,"Sulphur Creek"
"857","366-2012-151",2,"Sulphur Creek"
"858","366-2012-166",1,"Sulphur Creek"
"859","367-2014-168",2,"Sulphur Creek"
"860","367-2013-182",1,"Sulphur Creek"
"861","367-2011-172",2,"Sulphur Creek"
"862","367-2014-184",3,"Sulphur Creek"
"863","367-2014-167",0,"Sulphur Creek"
"864","367-2014-156",1,"Sulphur Creek"
"865","367-2012-166",1,"Sulphur Creek"
"866","367-2013-166",2,"Sulphur Creek"
"867","367-2011-154",1,"Sulphur Creek"
"868","367-2011-187",3,"Sulphur Creek"
"869","367-2013-149",1,"Sulphur Creek"
"870","367-2012-151",1,"Sulphur Creek"
"871","367-2012-181",1,"Sulphur Creek"
"872","368-2014-184",2,"Sulphur Creek"
"873","368-2014-168",2,"Sulphur Creek"
"874","368-2014-156",0,"Sulphur Creek"
"875","368-2012-166",2,"Sulphur Creek"
"876","368-2014-167",1,"Sulphur Creek"
"877","368-2011-154",2,"Sulphur Creek"
"878","368-2011-172",1,"Sulphur Creek"
"879","368-2011-187",2,"Sulphur Creek"
"880","368-2013-182",0,"Sulphur Creek"
"881","368-2012-151",3,"Sulphur Creek"
"882","368-2013-166",2,"Sulphur Creek"
"883","368-2013-149",3,"Sulphur Creek"
"884","368-2012-181",3,"Sulphur Creek"
"885","374-2014-160",3,"Martin State Forest"
"886","374-2012-152",2,"Martin State Forest"
"887","374-2013-188",3,"Martin State Forest"
"888","374-2014-196",3,"Martin State Forest"
"889","374-2014-179",2,"Martin State Forest"
"890","374-2012-182",4,"Martin State Forest"
"891","374-2013-153",0,"Martin State Forest"
"892","374-2014-177",3,"Martin State Forest"
"893","374-2011-172",2,"Martin State Forest"
"894","374-2011-188",2,"Martin State Forest"
"895","374-2012-170",1,"Martin State Forest"
"896","374-2011-155",2,"Martin State Forest"
"897","374-2013-169",0,"Martin State Forest"
"898","375-2014-160",3,"Martin State Forest"
"899","375-2013-169",2,"Martin State Forest"
"900","375-2012-170",4,"Martin State Forest"
"901","375-2013-188",5,"Martin State Forest"
"902","375-2014-196",6,"Martin State Forest"
"903","375-2012-152",2,"Martin State Forest"
"904","375-2014-177",4,"Martin State Forest"
"905","375-2011-172",3,"Martin State Forest"
"906","375-2014-179",6,"Martin State Forest"
"907","375-2013-153",1,"Martin State Forest"
"908","375-2011-155",2,"Martin State Forest"
"909","375-2012-182",2,"Martin State Forest"
"910","375-2011-188",3,"Martin State Forest"
"911","376-2013-188",3,"Martin State Forest"
"912","376-2012-182",1,"Martin State Forest"
"913","376-2014-179",4,"Martin State Forest"
"914","376-2012-168",1,"Martin State Forest"
"915","376-2014-196",4,"Martin State Forest"
"916","376-2012-152",1,"Martin State Forest"
"917","376-2011-188",1,"Martin State Forest"
"918","376-2011-172",2,"Martin State Forest"
"919","376-2013-169",1,"Martin State Forest"
"920","376-2014-177",3,"Martin State Forest"
"921","376-2014-160",4,"Martin State Forest"
"922","376-2013-153",2,"Martin State Forest"
"923","376-2011-155",2,"Martin State Forest"
"924","377-2012-182",2,"Martin State Forest"
"925","377-2014-196",4,"Martin State Forest"
"926","377-2013-169",1,"Martin State Forest"
"927","377-2014-179",4,"Martin State Forest"
"928","377-2012-168",2,"Martin State Forest"
"929","377-2013-153",3,"Martin State Forest"
"930","377-2011-155",1,"Martin State Forest"
"931","377-2011-188",2,"Martin State Forest"
"932","377-2014-177",5,"Martin State Forest"
"933","377-2014-160",3,"Martin State Forest"
"934","377-2013-188",3,"Martin State Forest"
"935","377-2012-152",1,"Martin State Forest"
"936","377-2011-172",5,"Martin State Forest"
"937","378-2014-179",5,"Martin State Forest"
"938","378-2013-153",3,"Martin State Forest"
"939","378-2013-169",0,"Martin State Forest"
"940","378-2012-152",2,"Martin State Forest"
"941","378-2014-160",3,"Martin State Forest"
"942","378-2011-172",3,"Martin State Forest"
"943","378-2012-182",3,"Martin State Forest"
"944","378-2014-177",5,"Martin State Forest"
"945","378-2011-155",0,"Martin State Forest"
"946","378-2014-196",3,"Martin State Forest"
"947","378-2013-188",3,"Martin State Forest"
"948","378-2012-168",2,"Martin State Forest"
"949","378-2011-188",2,"Martin State Forest"
"950","379-2011-155",1,"Martin State Forest"
"951","379-2013-169",1,"Martin State Forest"
"952","379-2012-182",3,"Martin State Forest"
"953","379-2013-153",1,"Martin State Forest"
"954","379-2011-188",3,"Martin State Forest"
"955","379-2014-179",2,"Martin State Forest"
"956","379-2014-160",4,"Martin State Forest"
"957","379-2014-177",3,"Martin State Forest"
"958","379-2012-168",2,"Martin State Forest"
"959","379-2013-188",1,"Martin State Forest"
"960","379-2012-152",0,"Martin State Forest"
"961","379-2014-196",3,"Martin State Forest"
"962","379-2011-172",3,"Martin State Forest"
"963","380-2012-152",1,"Martin State Forest"
"964","380-2014-179",1,"Martin State Forest"
"965","380-2013-153",1,"Martin State Forest"
"966","380-2011-155",0,"Martin State Forest"
"967","380-2014-160",3,"Martin State Forest"
"968","380-2011-172",2,"Martin State Forest"
"969","380-2013-169",1,"Martin State Forest"
"970","380-2012-182",2,"Martin State Forest"
"971","380-2014-177",1,"Martin State Forest"
"972","380-2013-188",1,"Martin State Forest"
"973","380-2011-188",1,"Martin State Forest"
"974","380-2012-168",3,"Martin State Forest"
"975","380-2014-196",1,"Martin State Forest"
"976","381-2012-152",1,"Martin State Forest"
"977","381-2013-153",1,"Martin State Forest"
"978","381-2014-177",2,"Martin State Forest"
"979","381-2013-169",0,"Martin State Forest"
"980","381-2011-155",2,"Martin State Forest"
"981","381-2013-188",3,"Martin State Forest"
"982","381-2012-168",1,"Martin State Forest"
"983","381-2014-160",2,"Martin State Forest"
"984","381-2011-172",3,"Martin State Forest"
"985","381-2012-182",3,"Martin State Forest"
"986","381-2011-188",2,"Martin State Forest"
"987","381-2014-179",2,"Martin State Forest"
"988","381-2014-196",1,"Martin State Forest"
"989","382-2012-152",0,"Martin State Forest"
"990","382-2014-160",2,"Martin State Forest"
"991","382-2014-179",3,"Martin State Forest"
"992","382-2011-155",1,"Martin State Forest"
"993","382-2014-196",3,"Martin State Forest"
"994","382-2014-177",2,"Martin State Forest"
"995","382-2013-153",1,"Martin State Forest"
"996","382-2012-182",2,"Martin State Forest"
"997","382-2011-188",1,"Martin State Forest"
"998","382-2013-169",1,"Martin State Forest"
"999","382-2011-172",1,"Martin State Forest"
"1000","382-2012-168",2,"Martin State Forest"
"1001","382-2013-188",3,"Martin State Forest"
"1002","383-2013-153",1,"Martin State Forest"
"1003","383-2014-179",3,"Martin State Forest"
"1004","383-2014-196",4,"Martin State Forest"
"1005","383-2013-188",0,"Martin State Forest"
"1006","383-2012-168",2,"Martin State Forest"
"1007","383-2013-169",1,"Martin State Forest"
"1008","383-2012-182",1,"Martin State Forest"
"1009","383-2012-152",1,"Martin State Forest"
"1010","383-2011-172",2,"Martin State Forest"
"1011","383-2011-155",0,"Martin State Forest"
"1012","383-2011-188",2,"Martin State Forest"
"1013","383-2014-160",3,"Martin State Forest"
"1014","383-2014-177",2,"Martin State Forest"
"1015","384-2014-164",4,"McCormick's Creek"
"1016","384-2013-150",0,"McCormick's Creek"
"1017","384-2011-192",3,"McCormick's Creek"
"1018","384-2012-183",2,"McCormick's Creek"
"1019","384-2011-157",3,"McCormick's Creek"
"1020","384-2013-183",5,"McCormick's Creek"
"1021","384-2012-154",2,"McCormick's Creek"
"1022","384-2014-180",5,"McCormick's Creek"
"1023","384-2013-168",4,"McCormick's Creek"
"1024","384-2011-176",2,"McCormick's Creek"
"1025","384-2014-197",7,"McCormick's Creek"
"1026","384-2012-170",2,"McCormick's Creek"
"1027","384-2014-178",7,"McCormick's Creek"
"1028","385-2014-180",3,"McCormick's Creek"
"1029","385-2014-178",3,"McCormick's Creek"
"1030","385-2014-164",3,"McCormick's Creek"
"1031","385-2011-192",3,"McCormick's Creek"
"1032","385-2012-183",3,"McCormick's Creek"
"1033","385-2014-197",6,"McCormick's Creek"
"1034","385-2013-150",0,"McCormick's Creek"
"1035","385-2011-157",2,"McCormick's Creek"
"1036","385-2013-183",3,"McCormick's Creek"
"1037","385-2012-170",4,"McCormick's Creek"
"1038","385-2012-154",2,"McCormick's Creek"
"1039","385-2011-176",2,"McCormick's Creek"
"1040","385-2013-168",4,"McCormick's Creek"
"1041","386-2014-178",3,"McCormick's Creek"
"1042","386-2013-183",7,"McCormick's Creek"
"1043","386-2014-164",2,"McCormick's Creek"
"1044","386-2014-180",3,"McCormick's Creek"
"1045","386-2012-170",5,"McCormick's Creek"
"1046","386-2013-150",1,"McCormick's Creek"
"1047","386-2013-168",5,"McCormick's Creek"
"1048","386-2011-157",4,"McCormick's Creek"
"1049","386-2012-183",3,"McCormick's Creek"
"1050","386-2011-192",5,"McCormick's Creek"
"1051","386-2012-154",1,"McCormick's Creek"
"1052","386-2014-197",4,"McCormick's Creek"
"1053","386-2011-176",2,"McCormick's Creek"
"1054","387-2014-178",3,"McCormick's Creek"
"1055","387-2014-197",4,"McCormick's Creek"
"1056","387-2013-150",0,"McCormick's Creek"
"1057","387-2013-168",4,"McCormick's Creek"
"1058","387-2014-180",4,"McCormick's Creek"
"1059","387-2011-192",5,"McCormick's Creek"
"1060","387-2013-183",6,"McCormick's Creek"
"1061","387-2012-183",3,"McCormick's Creek"
"1062","387-2011-176",3,"McCormick's Creek"
"1063","387-2014-164",4,"McCormick's Creek"
"1064","387-2012-170",3,"McCormick's Creek"
"1065","387-2011-157",4,"McCormick's Creek"
"1066","387-2012-154",3,"McCormick's Creek"
"1067","388-2014-180",3,"McCormick's Creek"
"1068","388-2013-150",3,"McCormick's Creek"
"1069","388-2014-197",7,"McCormick's Creek"
"1070","388-2014-164",3,"McCormick's Creek"
"1071","388-2011-157",5,"McCormick's Creek"
"1072","388-2014-178",4,"McCormick's Creek"
"1073","388-2012-183",3,"McCormick's Creek"
"1074","388-2012-170",4,"McCormick's Creek"
"1075","388-2012-154",4,"McCormick's Creek"
"1076","388-2013-183",5,"McCormick's Creek"
"1077","388-2013-168",5,"McCormick's Creek"
"1078","388-2011-192",4,"McCormick's Creek"
"1079","388-2011-176",3,"McCormick's Creek"
"1080","389-2013-150",4,"McCormick's Creek"
"1081","389-2011-192",6,"McCormick's Creek"
"1082","389-2012-154",4,"McCormick's Creek"
"1083","389-2011-157",5,"McCormick's Creek"
"1084","389-2014-180",6,"McCormick's Creek"
"1085","389-2014-164",7,"McCormick's Creek"
"1086","389-2011-176",3,"McCormick's Creek"
"1087","389-2013-183",5,"McCormick's Creek"
"1088","389-2012-183",3,"McCormick's Creek"
"1089","389-2012-170",4,"McCormick's Creek"
"1090","389-2014-197",5,"McCormick's Creek"
"1091","389-2013-168",4,"McCormick's Creek"
"1092","389-2014-178",6,"McCormick's Creek"
"1093","390-2011-157",5,"McCormick's Creek"
"1094","390-2012-183",4,"McCormick's Creek"
"1095","390-2014-178",6,"McCormick's Creek"
"1096","390-2013-168",5,"McCormick's Creek"
"1097","390-2013-150",3,"McCormick's Creek"
"1098","390-2011-176",4,"McCormick's Creek"
"1099","390-2012-154",3,"McCormick's Creek"
"1100","390-2014-164",4,"McCormick's Creek"
"1101","390-2011-192",2,"McCormick's Creek"
"1102","390-2014-197",4,"McCormick's Creek"
"1103","390-2014-180",4,"McCormick's Creek"
"1104","390-2012-170",4,"McCormick's Creek"
"1105","390-2013-183",4,"McCormick's Creek"
"1106","391-2011-176",4,"McCormick's Creek"
"1107","391-2011-192",4,"McCormick's Creek"
"1108","391-2014-180",4,"McCormick's Creek"
"1109","391-2013-168",3,"McCormick's Creek"
"1110","391-2014-164",3,"McCormick's Creek"
"1111","391-2012-183",4,"McCormick's Creek"
"1112","391-2012-170",4,"McCormick's Creek"
"1113","391-2014-178",3,"McCormick's Creek"
"1114","391-2013-150",2,"McCormick's Creek"
"1115","391-2013-183",5,"McCormick's Creek"
"1116","391-2014-197",3,"McCormick's Creek"
"1117","391-2012-154",2,"McCormick's Creek"
"1118","391-2011-157",3,"McCormick's Creek"
"1119","392-2014-180",5,"McCormick's Creek"
"1120","392-2014-178",3,"McCormick's Creek"
"1121","392-2013-168",3,"McCormick's Creek"
"1122","392-2014-197",5,"McCormick's Creek"
"1123","392-2012-183",5,"McCormick's Creek"
"1124","392-2014-164",5,"McCormick's Creek"
"1125","392-2012-154",4,"McCormick's Creek"
"1126","392-2011-176",5,"McCormick's Creek"
"1127","392-2011-157",2,"McCormick's Creek"
"1128","392-2013-183",4,"McCormick's Creek"
"1129","392-2013-150",1,"McCormick's Creek"
"1130","392-2011-192",3,"McCormick's Creek"
"1131","392-2012-170",4,"McCormick's Creek"
"1132","393-2011-192",5,"McCormick's Creek"
"1133","393-2012-183",3,"McCormick's Creek"
"1134","393-2014-180",5,"McCormick's Creek"
"1135","393-2012-154",3,"McCormick's Creek"
"1136","393-2014-164",4,"McCormick's Creek"
"1137","393-2012-170",6,"McCormick's Creek"
"1138","393-2014-197",4,"McCormick's Creek"
"1139","393-2011-176",5,"McCormick's Creek"
"1140","393-2014-178",5,"McCormick's Creek"
"1141","393-2013-168",4,"McCormick's Creek"
"1142","393-2013-150",1,"McCormick's Creek"
"1143","393-2011-157",4,"McCormick's Creek"
"1144","393-2013-183",5,"McCormick's Creek"
"1145","394-2013-183",3,"McCormick's Creek"
"1146","394-2011-157",1,"McCormick's Creek"
"1147","394-2014-197",5,"McCormick's Creek"
"1148","394-2013-168",3,"McCormick's Creek"
"1149","394-2014-178",5,"McCormick's Creek"
"1150","394-2014-180",6,"McCormick's Creek"
"1151","394-2014-164",4,"McCormick's Creek"
"1152","394-2011-192",4,"McCormick's Creek"
"1153","394-2012-154",2,"McCormick's Creek"
"1154","394-2012-170",3,"McCormick's Creek"
"1155","394-2012-183",2,"McCormick's Creek"
"1156","394-2013-150",2,"McCormick's Creek"
"1157","394-2011-176",2,"McCormick's Creek"
"1158","395-2013-183",4,"McCormick's Creek"
"1159","395-2014-197",6,"McCormick's Creek"
"1160","395-2014-164",2,"McCormick's Creek"
"1161","395-2014-178",4,"McCormick's Creek"
"1162","395-2011-192",2,"McCormick's Creek"
"1163","395-2011-157",3,"McCormick's Creek"
"1164","395-2013-150",4,"McCormick's Creek"
"1165","395-2012-183",0,"McCormick's Creek"
"1166","395-2012-154",2,"McCormick's Creek"
"1167","395-2012-170",2,"McCormick's Creek"
"1168","395-2014-180",5,"McCormick's Creek"
"1169","395-2011-176",2,"McCormick's Creek"
"1170","395-2013-168",4,"McCormick's Creek"
"1171","401-2012-170",2,"Owen-Putnam State Forest"
"1172","401-2014-176",1,"Owen-Putnam State Forest"
"1173","401-2013-168",4,"Owen-Putnam State Forest"
